Id,Sales,Sale s
1,4955.7607,
2,5807.231,
3,8200.283,
4,12480.836,
5,5201.6724,
6,5554.5723,
7,14987.591,
8,7830.43,
9,8317.1455,
10,6915.547,
11,10203.053,
12,9240.233,
13,8168.449,
14,6749.4966,
15,8474.858,
16,9738.228,
17,8618.965,
18,9689.402,
19,8030.2583,
20,10190.857,
21,7814.4263,
22,6448.8643,
23,6914.571,
24,13526.976,
25,12718.039,
26,7812.0566,
27,12496.726,
28,6394.632,
29,9143.377,
30,4605.478,
31,7038.9,
32,6016.286,
33,10139.125,
34,10503.627,
35,11244.877,
36,12140.176,
37,8727.022,
38,7032.243,
39,7932.544,
40,5199.8813,
41,7171.9053,
42,12920.935,
43,7929.435,
44,6184.2593,
45,6071.536,
46,6791.168,
47,9088.739,
48,4039.173,
49,9820.709,
50,5510.3394,
51,8602.228,
52,8123.022,
53,6837.484,
54,10622.233,
55,6039.768,
56,9431.717,
57,12128.695,
58,7937.1455,
59,6555.2163,
60,9330.112,
61,6074.624,
62,7611.0923,
63,10078.105,
64,13933.962,
65,7220.2114,
66,7998.238,
67,9731.217,
68,10176.239,
69,12153.939,
70,7736.8887,
71,11360.524,
72,5169.694,
73,5354.2754,
74,7728.333,
75,8499.508,
76,12822.649,
77,9904.37,
78,5095.8496,
79,6807.647,
80,9127.954,
81,8792.34,
82,12087.4795,
83,3995.5972,
84,15198.834,
85,7819.936,
86,5901.8994,
87,6190.7866,
88,8373.124,
89,7387.4614,
90,11626.317,
91,5498.5522,
92,8604.533,
93,7578.581,
94,8047.2104,
95,9007.06,
96,6402.4316,
97,8573.878,
98,6493.713,
99,5991.6323,
100,9180.357,
101,10048.025,
102,10943.991,
103,5219.321,
104,10772.138,
105,5370.74,
106,11009.592,
107,8820.167,
108,14469.514,
109,8581.02,
110,6409.2686,
111,8504.194,
112,7284.237,
113,7612.9507,
114,5950.4097,
115,9770.79,
116,8233.049,
117,4505.735,
118,9907.044,
119,6991.6865,
120,9391.949,
121,5270.5654,
122,12570.193,
123,10838.661,
124,7065.1323,
125,17553.281,
126,8254.05,
127,6993.1807,
128,9383.747,
129,11654.351,
130,5299.3145,
131,5356.3286,
132,8771.483,
133,8711.5205,
134,5007.135,
135,7428.627,
136,8436.389,
137,11342.726,
138,9797.404,
139,7764.189,
140,9417.244,
141,8221.898,
142,5394.2236,
143,8411.609,
144,9122.976,
145,10801.932,
146,9514.206,
147,10312.756,
148,9367.955,
149,7656.365,
150,11069.861,
151,9967.703,
152,6523.1567,
153,7412.426,
154,10030.397,
155,8371.703,
156,8936.243,
157,11385.234,
158,10567.414,
159,9390.266,
160,7265.689,
161,9076.785,
162,9951.877,
163,7475.431,
164,8308.289,
165,4941.708,
166,6963.3687,
167,13657.596,
168,10963.434,
169,7383.3193,
170,5855.6943,
171,8685.255,
172,7903.152,
173,10172.591,
174,7063.738,
175,6971.4697,
176,6582.54,
177,4795.4243,
178,12921.452,
179,10053.854,
180,8725.017,
181,8291.269,
182,6820.971,
183,6299.6577,
184,7610.8306,
185,8355.405,
186,4958.91,
187,8526.717,
188,9034.722,
189,10679.007,
190,9694.671,
191,8316.725,
192,16733.445,
193,6297.08,
194,6493.1494,
195,12766.712,
196,6470.9595,
197,9473.657,
198,4395.2363,
199,10568.331,
200,9944.751,
201,7038.9604,
202,7904.4937,
203,8475.626,
204,7192.8955,
205,8168.418,
206,10356.955,
207,13888.136,
208,4031.136,
209,8976.237,
210,4476.7397,
211,16135.083,
212,5304.493,
213,10164.356,
214,11320.365,
215,9897.8545,
216,9627.901,
217,6060.034,
218,5972.717,
219,3585.1978,
220,5624.9883,
221,7453.901,
222,5964.1323,
223,9847.524,
224,8868.088,
225,7088.981,
226,7878.225,
227,7060.41,
228,9774.947,
229,12307.003,
230,10236.369,
231,8051.9863,
232,5705.2085,
233,11709.212,
234,12940.877,
235,7131.659,
236,9777.623,
237,4849.469,
238,10472.776,
239,6083.263,
240,5390.7466,
241,8012.9062,
242,5360.1313,
243,10405.68,
244,6864.0327,
245,10919.5625,
246,9782.697,
247,11398.826,
248,11064.361,
249,6810.914,
250,12402.791,
251,22531.793,
252,13864.103,
253,8152.7734,
254,4087.4915,
255,7792.41,
256,10471.878,
257,6878.471,
258,7345.7534,
259,15065.941,
260,6625.6636,
261,14598.579,
262,25883.703,
263,5184.8794,
264,8145.56,
265,6851.4414,
266,4468.753,
267,11045.594,
268,6701.833,
269,11363.439,
270,11404.981,
271,10584.996,
272,8355.597,
273,8848.115,
274,6760.121,
275,8394.915,
276,5017.5625,
277,9188.995,
278,9190.994,
279,11671.313,
280,7396.5215,
281,7410.4395,
282,4668.2524,
283,9349.273,
284,6949.0835,
285,6546.6436,
286,5517.908,
287,9559.212,
288,6694.492,
289,7604.2715,
290,7758.5107,
291,10137.2,
292,836.5242,1.0
293,7430.9014,
294,7450.098,
295,7478.6045,
296,8461.685,
297,8356.067,
298,10101.277,
299,10439.697,
300,9642.155,
301,6387.3657,
302,4753.87,
303,8269.274,
304,9340.075,
305,7116.167,
306,5972.865,
307,3577.2346,
308,10846.127,
309,8866.066,
310,12083.653,
311,7955.6313,
312,7055.7515,
313,10518.805,
314,6751.911,
315,5731.433,
316,10936.229,
317,6662.731,
318,9179.474,
319,11172.674,
320,19968.955,
321,7543.532,
322,6080.1426,
323,9107.501,
324,7570.656,
325,7961.165,
326,7037.739,
327,11314.665,
328,5502.057,
329,8949.088,
330,4969.2515,
331,6935.6284,
332,4385.7295,
333,12330.913,
334,6243.743,
335,16978.148,
336,17280.287,
337,7133.088,
338,7975.05,
339,7212.076,
340,8037.2236,
341,7150.4785,
342,13894.933,
343,9016.988,
344,12308.412,
345,5015.103,
346,8734.358,
347,6785.9297,
348,10542.407,
349,9138.033,
350,8587.528,
351,8190.5664,
352,8322.462,
353,8363.754,
354,10149.187,
355,12502.937,
356,8565.908,
357,10371.516,
358,12512.552,
359,7920.931,
360,8889.268,
361,8811.75,
362,11049.935,
363,9127.467,
364,6894.189,
365,7459.527,
366,8766.858,
367,6719.64,
368,15692.056,
369,8096.074,
370,8952.357,
371,8275.01,
372,11201.579,
373,6466.1963,
374,8787.947,
375,13491.942,
376,10651.258,
377,13062.585,
378,9597.005,
379,5293.899,
380,17679.678,
381,10076.462,
382,10747.948,
383,20709.113,
384,12606.56,
385,8817.139,
386,9126.831,
387,12441.4375,
388,12138.902,
389,12998.223,
390,14793.951,
391,8593.157,
392,8091.9053,
393,7732.794,
394,9937.792,
395,5087.8213,
396,13643.17,
397,8549.869,
398,8031.6064,
399,7224.0415,
400,11350.236,
401,8716.233,
402,7105.7085,
403,8704.437,
404,6152.9224,
405,5277.9507,
406,9910.985,
407,5996.6924,
408,7093.614,
409,6870.871,
410,7617.832,
411,12434.213,
412,11276.28,
413,9799.348,
414,7934.0425,
415,7378.0747,
416,12917.176,
417,8687.938,
418,8415.317,
419,7492.141,
420,6154.5483,
421,13405.248,
422,4931.4805,
423,15524.513,
424,9397.773,
425,4604.7046,
426,5841.848,
427,9148.026,
428,7995.7134,
429,6694.716,
430,11308.947,
431,11021.926,
432,15014.13,
433,8907.361,
434,11171.747,
435,3523.2478,
436,7061.818,
437,9668.797,
438,6791.4204,
439,8558.632,
440,8216.309,
441,8438.899,
442,6611.472,
443,6656.823,
444,15647.595,
445,12164.713,
446,7155.493,
447,5839.848,
448,9751.239,
449,13344.706,
450,9933.433,
451,6640.639,
452,7644.69,
453,15149.672,
454,8184.6084,
455,9688.939,
456,7276.515,
457,6808.238,
458,8759.704,
459,13465.46,
460,6655.585,
461,6170.0596,
462,5779.568,
463,6250.518,
464,11838.9795,
465,9661.008,
466,10364.91,
467,15985.16,
468,8044.8315,
469,16794.602,
470,15379.838,
471,9007.738,
472,6526.1816,
473,4100.418,
474,9023.518,
475,7662.6045,
476,7078.4473,
477,7674.856,
478,9567.12,
479,16508.053,
480,6176.2715,
481,7563.958,
482,10010.548,
483,6184.2827,
484,9925.865,
485,6988.1465,
486,6119.6016,
487,9436.611,
488,4144.445,
489,9022.253,
490,10154.88,
491,8721.589,
492,10666.843,
493,10594.288,
494,9775.618,
495,6933.525,
496,9661.312,
497,11420.1875,
498,7877.5415,
499,7390.52,
500,7368.9883,
501,6658.1377,
502,14572.524,
503,9155.271,
504,8830.849,
505,6438.809,
506,10269.882,
507,9817.534,
508,11265.5205,
509,7384.601,
510,10729.287,
511,6501.5776,
512,8561.734,
513,21498.629,
514,7550.299,
515,11817.038,
516,7164.3027,
517,7592.8057,
518,7416.1387,
519,7701.688,
520,5366.6797,
521,7501.995,
522,10929.18,
523,16218.055,
524,11281.219,
525,10895.001,
526,12142.839,
527,13634.884,
528,14330.077,
529,10476.263,
530,10695.122,
531,5276.2646,
532,11658.053,
533,15989.933,
534,10162.225,
535,9224.066,
536,12969.703,
537,7478.819,
538,4320.0264,
539,13772.561,
540,8072.972,
541,8592.444,
542,7041.774,
543,3360.4468,
544,18310.102,
545,13634.104,
546,15257.917,
547,7212.6953,
548,4932.4824,
549,6121.3765,
550,6327.286,
551,10127.382,
552,9242.296,
553,9208.631,
554,6045.0186,
555,5711.3286,
556,8627.452,
557,5535.711,
558,4111.1177,
559,9411.13,
560,17629.166,
561,8758.885,
562,22828.32,
563,5869.6914,
564,6763.4487,
565,8512.496,
566,7169.3545,
567,7505.824,
568,6153.885,
569,4733.5806,
570,6013.8364,
571,9746.98,
572,8311.118,
573,4935.391,
574,10100.372,
575,7355.7793,
576,8779.544,
577,6724.7183,
578,14688.717,
579,9524.057,
580,12313.155,
581,6231.659,
582,7815.1865,
583,5584.0815,
584,5950.6367,
585,7319.715,
586,18470.885,
587,12496.117,
588,8597.65,
589,7187.8823,
590,7104.4683,
591,8054.5903,
592,5121.54,
593,11833.132,
594,5382.12,
595,18181.158,
596,6401.253,
597,6950.184,
598,6777.223,
599,11843.282,
600,11085.456,
601,5985.292,
602,6958.6216,
603,9798.002,
604,8519.392,
605,9892.721,
606,6917.5327,
607,6647.0903,
608,12619.407,
609,5755.851,
610,4580.654,
611,6848.9585,
612,8259.39,
613,7587.608,
614,8878.277,
615,10840.521,
616,11077.782,
617,8781.998,
618,8950.069,
619,6666.4814,
620,11395.207,
621,7153.903,
622,6115.9077,
623,9766.149,
624,8328.791,
625,7726.9473,
626,11997.285,
627,7912.1797,
628,10335.709,
629,7118.889,
630,8055.835,
631,7199.547,
632,9365.194,
633,7422.968,
634,8734.726,
635,8629.773,
636,9326.224,
637,11976.317,
638,7615.3037,
639,5226.126,
640,13843.82,
641,6953.2075,
642,3477.6013,
643,11860.283,
644,11640.509,
645,16361.124,
646,6455.0737,
647,9060.844,
648,7315.6455,
649,4998.631,
650,7868.4854,
651,8762.328,
652,9443.823,
653,7744.4414,
654,8056.8027,
655,10987.992,
656,4305.759,
657,8341.049,
658,7366.43,
659,6056.0415,
660,6746.781,
661,7353.9834,
662,10122.582,
663,7933.664,
664,7654.8247,
665,10083.316,
666,8777.576,
667,11786.433,
668,11113.318,
669,6384.6733,
670,9429.899,
671,9269.406,
672,10496.236,
673,10788.866,
674,12683.891,
675,4222.487,
676,10967.084,
677,9248.283,
678,10354.555,
679,12189.393,
680,6445.912,
681,4840.6465,
682,14489.911,
683,11049.956,
684,10796.164,
685,7421.601,
686,7467.7417,
687,9875.704,
688,4996.6,
689,7802.0933,
690,6854.664,
691,9754.672,
692,7251.8145,
693,8123.27,
694,10016.431,
695,6655.788,
696,11786.017,
697,13671.749,
698,17441.39,
699,12352.018,
700,5988.667,
701,7426.062,
702,6730.095,
703,3614.6934,
704,12556.485,
705,10828.122,
706,7549.456,
707,14032.853,
708,6968.5776,
709,10706.849,
710,6394.711,
711,7930.5996,
712,7367.379,
713,11711.345,
714,7716.4966,
715,9773.502,
716,7395.435,
717,7332.859,
718,9360.524,
719,7187.0254,
720,9635.407,
721,9200.344,
722,9970.166,
723,10713.744,
724,8257.019,
725,6820.0083,
726,13967.731,
727,5649.103,
728,6926.8687,
729,14142.517,
730,8624.663,
731,9802.582,
732,11345.517,
733,18410.596,
734,6775.3877,
735,6588.5137,
736,6283.4966,
737,9774.77,
738,9795.4795,
739,12669.37,
740,9755.686,
741,10476.593,
742,10104.178,
743,4966.3086,
744,9569.594,
745,8582.419,
746,8275.578,
747,10251.571,
748,7363.108,
749,6286.356,
750,6589.538,
751,4459.1724,
752,7054.224,
753,9102.107,
754,9108.309,
755,13001.471,
756,23896.193,
757,8505.103,
758,6060.7393,
759,10149.255,
760,9355.187,
761,12137.582,
762,5865.203,
763,7634.176,
764,5711.0454,
765,11315.367,
766,7953.818,
767,8993.266,
768,18488.475,
769,14924.159,
770,5896.5425,
771,8694.23,
772,5239.313,
773,6934.742,
774,6770.0,
775,9900.111,
776,6146.6694,
777,5852.372,
778,6730.5254,
779,8644.346,
780,7745.2466,
781,5473.5967,
782,7492.356,
783,8695.549,
784,9149.047,
785,9841.027,
786,3670.4207,
787,13881.938,
788,20885.543,
789,4340.7544,
790,9077.529,
791,11268.024,
792,9814.585,
793,6404.8076,
794,3894.7075,
795,5340.962,
796,9024.878,
797,5923.765,
798,9229.901,
799,12400.827,
800,5785.3315,
801,7275.6196,
802,9602.618,
803,6074.334,
804,6306.2344,
805,6346.0347,
806,9926.728,
807,11525.716,
808,10121.858,
809,10547.245,
810,7720.3765,
811,5231.3228,
812,7833.5977,
813,8150.2153,
814,11765.453,
815,7935.8965,
816,6678.8027,
817,23441.064,
818,6852.9053,
819,6204.7915,
820,14945.026,
821,10764.742,
822,10456.029,
823,7147.3486,
824,9081.392,
825,5506.824,
826,11029.161,
827,17814.645,
828,7236.593,
829,7648.22,
830,8028.9336,
831,15014.388,
832,8807.918,
833,6648.98,
834,7572.8804,
835,6962.578,
836,7113.378,
837,5565.184,
838,9542.624,
839,5285.9565,
840,8438.167,
841,3889.4763,
842,24905.824,
843,10938.002,
844,5998.7,
845,5410.9873,
846,12861.059,
847,9467.443,
848,9833.353,
849,10538.487,
850,7902.255,
851,5990.2725,
852,5652.731,
853,13114.603,
854,6034.844,
855,9473.612,
856,9081.756,
857,8832.23,
858,6078.159,
859,9454.241,
860,8579.481,
861,5036.1763,
862,11589.484,
863,14338.143,
864,6490.7715,
865,8970.846,
866,9166.709,
867,6755.229,
868,10450.197,
869,7901.8555,
870,7617.4614,
871,8272.406,
872,8743.085,
873,4059.4019,
874,5885.507,
875,5762.8774,
876,967.5856,1.0
877,8327.719,
878,11337.177,
879,5413.2534,
880,9347.187,
881,6490.227,
882,7558.758,
883,5886.523,
884,7198.64,
885,6925.792,
886,7134.027,
887,7939.7046,
888,11931.842,
889,6022.395,
890,8296.838,
891,11342.304,
892,10705.889,
893,7752.7188,
894,11615.977,
895,11818.525,
896,8888.929,
897,4766.984,
898,9230.298,
899,6006.7217,
900,7332.8447,
901,8375.065,
902,4987.41,
903,14282.308,
904,7457.6914,
905,8310.302,
906,13981.3125,
907,8988.608,
908,5077.238,
909,14911.013,
910,8020.0093,
911,13077.419,
912,6792.055,
913,11130.131,
914,11188.648,
915,8761.141,
916,6187.5635,
917,8842.708,
918,6467.4673,
